symbol,adjusted_loeb_score,tier,lane,edge,thesis_summary,verdict,rr_ratio,loeb_risk_reward,valuation_method,fair_value_target,downside_floor,reference_price,reference_rr,deal_price,undisturbed_price,win_prob,target_on_win,downside_on_loss,recovery_value,announced_return_per_share,residual_value,lane_canon,lane_priority,edge_grade,verify_status,resolution_driver,adjusted_loeb_score_orig,tier_orig,rr_ratio_orig,corrections,computed_rr,ev_pct,payoff,up_leg,down_leg,live_price,drift,sop_built,edge_flags,board_priority
TSAT,4.0,WATCH,distressed/restructuring,"L. Run-up: pre-catalyst base ~$21 (52wk low 20.81) to $44.90 today = +114% already harvested on the ESCAPE leg, and the restructuring itself has been publicly knowable since the Sept-2025 distribution and the 2026-01-21 lawsuits — this is not a fresh disclosure. Remaining: to the $61.54 prior high is +37%, but that high was printed on the ESCAPE re-rate, not on a restructuring outcome, and I cannot re-derive a favorable-resolution value above roughly $50 from the capital structure without inheriting a sell-side number. Against a $21 pre-ESCAPE downside base that is 0.2x r/r on the derived target and 0.67x even on the advocacy case.","The event is real, dated, forward and genuinely unfired — Dec 2026 maturity, no refinancing, 90% of the maturity litigating in two jurisdictions — but both mandatory caps bite. Numerator provenance fails: the flagged ""$664M cap stub on a multi-billion asset"" is an artifact of FMP reporting only Telesat Corp's public Class A line (14.79M shares, 100% float) while the company's total Class A/B/C plus exchangeable LP interests is several times that, so true equity value at $44.90 is on the order of $2B, not $664M — and the ""multi-billion asset"" behind it carries CAD 2.54B of senior government funding, a warrant claim that grew CAD 475M in a single quarter, and a 38% slice still pledged to the very creditors suing. The waterfall cannot support the flagged upside, so per the FIP rule this scores the equity, not the event (cap 4). Residual capture compounds it: +114% has already run from the $21 pre-ESCAPE base and the ESCAPE leg — the only contractually certain cash in the story — is spent, leaving the common a subordinated option on a courtroom outcome at 0.2x derived r/r. GAP: within the 6-lookup budget I did not pull the 20-F share-class table to confirm the fully-diluted Class A+B+C count, nor the exact Lightspeed warrant strike/coverage; both would sharpen the waterfall but neither can plausibly reverse the direction — confirm before any sizing.",,,,,,,,,,,,,,,,,distressed,3,L,OTHER,Refi_restructuring,4.0,WATCH,,[],,,,,,,,,[],3.76
XIFR,4.0,WATCH,restructuring,"L — run-up from the pre-catalyst base: +40.0% off the $8.675 52-week low and +12.5% above the $10.79 200-day average, with the $13.25 52-week high only 9.1% above spot; the deleveraging story is already the consensus narrative. Remaining capture to a provenance-checked favorable resolution (~$16, ~8.5x EBITDA less debt and NCI) is roughly +32%, but that figure is a multiple assumption, not a contractual claim — at 7x EBITDA the residual common value rounds to zero, so the ""remaining %"" is an option on the multiple rather than a bounded spread.","NUMERATOR PROVENANCE (re-derived, not inherited): at 6/30/2026 XIFR carries $6.03bn total debt, $500m cash and — critically — $7.373bn of third-party non-controlling equity (CEPF plus tax equity) structurally ahead of a $1.144bn common market cap; NCI has run off only $336m in six months ($7.709bn at 12/31/2025 to $7.373bn), so the "">$2bn by 2030"" plan consumes essentially all of the $600-700m annual FCF before growth through 2027 while distributions stay suspended and IDRs stay dormant. Marked back through that waterfall, $1.85bn of EBITDA at 9x supports ~$39/unit but at 7x supports roughly nothing — the equity is a hyper-levered residual on the exit multiple, so the flagged upside is an assumption, not a mechanical SoP, and the FIP rule applies: score the equity, not the event (cap 4). The milestones are genuinely forward and unfired, but they are cash uses on year-level windows rather than a binary re-rate trigger, and 20 months after the January 2025 distribution suspension the recovery is already 40% harvested off the low — real, slow, and mostly priced.",,,,,,,,,,,,,,,,,distressed,3,L,OTHER,Refi_restructuring,4.0,WATCH,,[],,,,,,,,,[],3.76
ATII,4.0,WATCH,spac_arb,"L — run-up from the pre-catalyst base is +1.8% ($10.46 close 4/20/26, the day before the 4/21 announcement → $10.65 on 9/5/26), and essentially ALL of that is trust accretion, not a deal premium (spike to $11.40 intraday on the 4/21 announcement fully round-tripped). Remaining capture to provenance-checked favorable resolution is only +1.3% ($10.65 → ~$10.79 trust at the 11/12/26 deadline; $10.62/share stated at 6/30/26 accreting ~$0.04/mo), i.e. ~7% annualized over ~2.2 months. Not harvested — but structurally tiny. The flagged ""upside optionality"" is not capturable by the common: a holder who redeems takes the $10.79 and never sees NANO, and a holder who stays through close owns a $1.2bn-valuation de-SPAC that the same triage note correctly says usually breaks $10.","The triage note has the trust figure wrong in the investor's favor and the upside wrong in the opposite direction: trust was $244,162,068 on 23,000,000 public shares = $10.62/share at 6/30/26 (not ~$10.45), so at $10.65 the position sits roughly AT trust today and ~1.3% BELOW the ~$10.79 redemption value at the 11/12/26 outside date — a real contractual floor, with zero redemptions to date and no extension deposits needed. But the numerator is the trust, not the business: the redemption right and the de-SPAC equity are mutually exclusive, so the ""$10.65 floor plus de-SPAC upside"" framing double-counts — you get $10.79 in cash or you get post-close NANO at a $1.2bn pre-money with 90M earnout shares overhanging, and the note's own base rate says that breaks. Verdict: a genuine, dated, unfired, non-macro event whose entire honest payoff is a ~7%-annualized cash-equivalent spread; WATCH as a T-bill-with-a-lottery-ticket, capped at 4 because the equity waterfall for the common supports $10.79, not a de-SPAC re-rate.</analysis>
<parameter name=""primary_source"">ATII Form 10-Q for Q2 FY2026 (sec.gov/Archives/edgar/data/0002028516/000143774926027710/atii20260630_10q.htm — trust $244,162,068, $10.62/public share, 23,000,000 public + 6,590,000 founder shares, 11/12/26 deadline, going-concern language); GlobeNewswire 2026-09-02 ""Archimedes Tech SPAC Partners II Co. Announces Filing of Third Amendment to Registration Statement on Form S-4""; GlobeNewswire/8-K 2026-04-21 deal announcement; FMP EOD prices 4/10/26–5/5/26 and quote 9/5/26 ($10.65).",,8.5,,spread,11.5,10.55,11.07,0.83,11.5,10.55,,,,,,,merger_arb,4,M,OTHER,Deal_close_generic,4.0,WATCH,,[],8.5,,,,,10.65,-0.0379,,['TINY_FLOOR'],3.64
D,4.0,WATCH,merger-arb,"L. RESIDUAL CAPTURE: pre-catalyst base $61.73 (close 15-May-2026, last print before the 18-May announcement) to today $65.84 = run-up +6.66% already harvested. Remaining from $65.84 to the provenance-checked deal value $67.89 (0.8138 x NEE $83.43) = +3.11%, i.e. ~67% of the announced-value move is gone and only ~33% is left. That +3.11% is spread over a guided 2H-2027 close (~15 months) = ~2.4%/yr gross, roughly at or below cash, before NEE borrow. Break risk is asymmetric: a failed deal reverts toward the $61.73 standalone base or lower (-6.2%+), so the reference R:R is about 0.5:1. Unhedged the position is not an arb at all - it is a long-utility/NEE beta bet whose upside is contractually capped at the ratio, and NEE has fallen from a $98.75 52wk high to $83.43, which is where D's recent drawdown from $72.99 actually came from.","The event is real, contractual and genuinely forward - the 11-Jan-2027 Virginia SCC deadline and the 17-Nov-2026 hearing are hard dated gates, and neither has been resolved. But UNFIRED is not UNPRICED: two-thirds of the deal-value move was captured on the 18-May gap (+9.4% in one session, 40mm shares) and what is left is a 3.1% spread with a 15-month tail, which is the market correctly pricing a five-regulator, cross-state utility merger rather than an inefficiency. Worse, the flagged January-2027 date is not a crystallization event - a favorable SCC order removes one of five conditions (NC, SC, FERC, NRC remain) and closing is guided to 2H-2027, so even a clean win compresses only part of an already-thin spread. Numerator provenance is not the failure mode here (a fixed exchange ratio is contractual, no SoP or waterfall re-derivation needed); the failure mode is residual capture, so this caps at 4 regardless of how certain the close is. Keep it on the board only as a spread-widening watch - an adverse SCC signal in November that blows the spread to 8-10% would be the actual entry.",,,,,,,,,,,,,,,,,merger_arb,4,L,OTHER,US_sector_regulator,4.0,WATCH,,[],,,,,,,,,[],3.64
GDOT,4.0,WATCH,merger-arb,"L-to-M. Run-up: from the pre-catalyst base of ~$10.95 (2025-11-20 close, immediately before the late-Nov 2025 announcement) to $13.33 (2026-09-04) = +21.7% already collected. Remaining: to the defensible 1.0x-TBV/contractual-cash case of $14.23 = +6.8%; to the deck midpoint ~$16.70 = +25.3%; to the 1.8x-TBV high end $19.18 = +43.9%. The only hard number ($8.11 contractual cash) is fully priced — at $13.33 the market marks the stub at $5.22 vs $6.12 at 1.0x pro-forma TBV, i.e. ~0.85x book, so the market already assumes a below-book stub. Break downside reverts toward the ~$10.80 pre-announcement level (-19%), giving 0.36x R:R against the defensible target. Correcting the triage note: GDOT is NOT at 52-week highs — the $15.41 52w high is pre-announcement (Sept/Oct 2025) and the stock is 13.5% below it and flat since December 2025.","The event is real, specific, dated and forward — definitive agreements with named counterparties, both votes passed 2026-06-23, HSR cleared, and only Fed/Alabama/Utah bank approvals stand between here and a stated Q3-2026 close roughly three weeks away. But it fails the residual-capture test against the only number I can stand behind: +21.7% has already been collected from the pre-announcement base, and just +6.8% remains from $13.33 to the $14.23 that the contractual $8.11 cash plus a 1.0x-TBV stub supports, against ~-19% if the regulators balk. The larger $16.70-$19.18 upside is a company-deck TBV multiple on a private bank whose tangible book, share count and pro-forma waterfall I could not verify in the available filings — exactly the FIP failure mode, so I score the equity rather than the event and cap at 4. Two further hazards: the payoff is only realized by holding an illiquid, newly listed ~$270m small-cap bank stub through arb-unwind selling, which historically prints at or below book on day one; and the triage premise that the stock ""sits at 52-wk highs"" is factually wrong — GDOT is 13.5% below its pre-deal $15.41 high and has gone nowhere since December 2025, which is itself the tell that the market is discounting the stub, not celebrating the deal.",,0.59,,spread,14.23,11.8,12.77,1.51,14.23,11.8,,,,,,,merger_arb,4,L,OTHER,US_antitrust,4.0,WATCH,,[],0.59,,,,,13.33,0.0439,,['THIN_FLOOR'],3.64
GSAT,4.0,WATCH,merger_arb,"L — the triage's ~9% spread inherits the $90 headline and ignores that 60% of the consideration is a FIXED 0.3210 AMZN ratio that is capped, not floored. At AMZN $258.51 the stock leg is worth $82.98 (AMZN must reach $280.37 to pay the full $90), so blended deal value = 0.4x$90 + 0.6x$82.98 = $85.79. RESIDUAL CAPTURE: run-up from the pre-catalyst base of $72.89 (2026-04-13 close, day before signing) to $82.34 today = +12.96%; remaining from today to the mark-to-market deal value = +4.19% gross (about 73% of the announcement move already harvested), which on a 2027 close (~9-15 months) is roughly 3-5.5% annualized before the up-to-$110M downward adjustment (~$0.85/share on ~128.8M shares) and before AMZN hedge borrow.","The event is real, contractual and correctly described in kind — signed definitive agreement with Amazon, vote risk already extinguished by Thermo's written consent, residual risk genuinely regulatory (FCC/foreign investment) plus the un-handicappable HIBLEO-4 satellite closing condition — but the flagged economics are wrong: 60% of the consideration is a fixed 0.3210 AMZN ratio that is capped at $90 and not floored, so the deal is worth $85.79 today, not $90, and the gross spread is 4.19%, not ~9%. On residual capture the name is mostly harvested: +12.96% run-up from the $72.89 pre-signing base versus +4.19% left to the mark-to-market deal value, i.e. ~73% of the move is already in the price, over a close guided only to ""2027"" and against a break anchor near $68 — a reference R:R of ~0.24 to 1. Score capped at 4 under the mostly-harvested rule and held to WATCH: this is a sub-market-rate arb whose only real upside optionality is AMZN itself trading above $280.37, which is an AMZN call dressed as a spread, and the $110M milestone adjustment cuts the other way.",,0.19,,spread,90.0,41.5,81.04,0.227,90.0,41.5,,,,,,,merger_arb,4,L,OTHER,US_sector_regulator,4.0,WATCH,,[],0.19,,,,,82.34,0.016,,[],3.64
LAB,4.0,WATCH,merger_arb_cvr,"L. Run-up from the pre-catalyst base is NEGATIVE 40% ($1.15 on 2026-06-05 to $0.6855 on 2026-09-05; the 2026-06-08 announcement gapped the stock -30% to $0.80 on 18.3M shares and it has bled to the 52w low since) - so nothing is harvested, the tape is voting against the deal. Remaining to the flagged deal mark ($460M/391sh = $1.18) is +72%, but remaining to the provenance-checked look-through (16% of the combined company's >$900M closing cash = $0.37/sh) is -46%. The residual is fully intact and pointed the wrong way: the market already capitalizes ~$775M of Treeline pipeline value at $0.6855 ($268M/0.16 = $1.675B implied combined vs $900M cash), so the buyer is not getting the event for free.","The event is real, dated, forward and unfired - named counterparty, signed all-stock agreement, antitrust already cleared 2026-07-21, vote and S-4 effectiveness still pending - and it is emphatically not a macro bet, so G1 and G2 pass. But the flagged upside fails numerator provenance in the FIP pattern: the ""$460M ascribed equity value"" is simply LAB's own ~$450M pro-forma net cash marked at par in the exchange ratio, not a contractual cash price and not deliverable to the stub; what LAB holders actually receive is ~16% of a combined company whose other 84% is a private clinical-stage biotech carrying a $2.5B self-mark, and the mechanical 16%-of-cash floor ($0.37/sh) sits 46% BELOW the current $0.6855. Residual capture is 100% unharvested (-40% run-up since announcement, not a run-up at all), which is the one genuinely attractive feature, but the honest read is that the -40% de-rating is the market correctly pricing a transfer of 84% of a cash shell's cash to private holders; per the cap-at-4 rule I am scoring the equity (a 0.53x-net-cash shell whose upside case is a deal BREAK back toward $1.15) rather than the event. Gap to note: the special-meeting date is not yet set and I did not read the S-4 body for the exact CVR waterfall priority or the voting-support agreements held by Casdin/Viking - if insiders are locked up the deal-break branch that carries the real optionality is close to foreclosed, which would push this to NONE.",,,,,,,,,,,,,,,,,merger_arb,4,L,OTHER,US_antitrust,4.0,WATCH,,[],,,,,,,,,[],3.64
LNTH,4.0,WATCH,merger_arb_cvr,L,"The event is entirely real: a signed, board-approved, non-financing-contingent cash merger with a named strategic buyer, a filed preliminary proxy, and an unfired stockholder vote plus HSR clearance still ahead - it passes DATED, FORWARD and not-macro cleanly. It fails on residual capture. LNTH never traded at a takeover discount: it had already re-rated from ~$94 to $108 during June-July on speculation, the announcement itself added +1.6%, and at $100.97 only 1.52% remains to the contractual $102.50 floor over a 9-12 month close window - a negative-carry spread versus cash. The one genuinely unpriced item, the $12.00 CVR, is non-transferable with milestones running to FY2030, so it cannot be harvested inside a catalyst-book horizon and I carry it at ~$2 on my own arithmetic rather than at face. Gap in verification: I could not confirm whether an HSR second request has been issued - the Curium/Lantheus overlap in PSMA-PET and SPECT diagnostics is exactly the friction that would explain both the long 1H-2027 guide and why the tape refuses to close the last 1.5%; that risk is the reason the spread exists, and it is not compensation I would pay for. Capped at 4 / WATCH per the mostly-harvested rule.",,1.0,,spread,107.5,94.47,100.53,1.15,107.5,94.47,,,,,,,merger_arb,4,L,OTHER,US_antitrust,4.0,WATCH,,[],1.0,,,,,100.97,0.0044,,['THIN_FLOOR'],3.64
NEXA,4.0,WATCH,merger_arb,"L. Run-up from the pre-catalyst base: the last unaffected day was 2026-07-01 (Boliden's speculation statement); the $15.29 signing value was a 14.2% premium to the then 20-day average, implying an unaffected base of ~$13.39. NEXA ran to $15.58 by 2026-08-26 (+16% vs base) but round-tripped -9.7% on the 08-27 announcement to $14.07 and sits at $13.80 - so net run-up is only ~+3% vs the unaffected base; the event is NOT harvested. Remaining capture is nonetheless thin: $13.80 to the mechanically re-derived implied VTO of $14.31 = +3.7% gross over ~7 months to a Q1-2027 close plus 30-60 days to VTO launch (~6% annualized before borrow), and that 3.7% is only earned if you short 0.25 BOL.ST - unhedged, this is a levered long on Boliden/zinc, not an arb.","The event is real, dated, forward and contractual - named counterparties, a signed definitive agreement, and an explicit commitment to a cash tender for 100% of the minority within 30 days of a Q1-2027 close - so G1 and G2 pass cleanly and nothing has fired. But the triage's economics are wrong on two counts. First, the $15.29 is not a fixed cash price for minorities: the VTO price is 0.250x Boliden's 20-day VWAP at closing, so re-deriving it at today's BOL.ST SEK 547.60 and USD/SEK 9.5643 gives $14.31, not $15.29 - the gross spread is 3.7%, not ~10%, and the ""10%"" only exists by inheriting a 2026-07-01 reference price. Second, the claim that the stock has ""not yet re-rated to terms"" is inverted: NEXA fell 9.7% on the announcement (from $15.58 to $14.07) because the terms landed BELOW the market, and it has since drifted to $13.80, roughly back at its $13.39 unaffected base - the market has already priced the deal, just downward. What remains is a ~3.7% floating spread that is only capturable by shorting 0.25 Boliden per share; naked, the position is a zinc/copper equity proxy, which is exactly the macro-bet exclusion. Real event, quantified residual, but the residual is too thin and too commodity-contingent for an ACTIVE seat - WATCH, and re-rate if Boliden re-rates higher or NEXA dislocates below ~$12.50 while the agreement stands.",,,,,,,,,,,,,,,,,merger_arb,4,L,OTHER,Deal_close_generic,4.0,WATCH,,[],,,,,,,,,[],3.64
PPC,4.0,WATCH,minority squeeze-out / merger-arb (stock-for-stock ratio),"L. Run-up from the pre-catalyst base: PPC closed $28.49 on 2026-08-18 (unaffected) and sits at $30.48 = +7.0%. But the load-bearing number is the ratio, and it is worse than the dollar move suggests: JBS has fallen $13.66 to $13.03 (-4.6%), so the offer is now worth 2.086 x $13.03 = $27.18 and PPC trades 12.1% ABOVE its own deal value. Remaining capture to a provenance-checked favorable resolution: a typical controller squeeze-out bump of ~15% (ratio to ~2.40) is worth $31.27 at JBS spot = +2.6% from here; a fat 20% bump (2.503) = $32.61 = +7.0%. Against that, no-deal/offer-only reverts to ~$27.18 = -10.8%. Reference R/R ~0.25:1. The triage premise ""the market has not priced a raise"" is falsified by the tape and by the coverage (JPMorgan constructive; the sell-side/blog framing is literally ""likely to be rejected and raised"").","The event is real, dated, forward and unfired — JBS's 2026-08-18 proposal is a genuine minority squeeze-out with a special committee and a majority-of-minority condition, and no definitive agreement exists yet — but it is already re-rated, which is what caps this. PPC trades at a 2.339 implied ratio against the 2.086 offered, so roughly a 12% bump is in the price before the special committee has said anything; the residual to even a generous 20% raise is ~+7% at JBS spot, against ~-11% if JBS walks or the committee accepts near the original terms, for ~0.25:1 reference R/R. Compounding this, the consideration is JBS paper that has itself fallen 4.6% since the proposal (and sits below its own 200d), so an unhedged PPC position is a long beef/poultry-cycle bet wearing an arb costume, and the only honest expression — long PPC vs short 2.086 JBS — is precisely the trade whose spread has already run. Per the residual-capture rule this is a mostly-harvested event: cap 4, WATCH not ACTIVE. It re-qualifies only on a spread reset (PPC back toward ~2.15x JBS, i.e. sub-$28.5 with JBS unchanged) or on a definitive agreement whose ratio prints above the ~2.34 already discounted.",,,,,,,,,,,,,,,,,merger_arb,4,L,OTHER,Deal_close_generic,4.0,WATCH,,[],,,,,,,,,[],3.64
RNW,4.0,WATCH,merger_arb,"L — RESIDUAL CAPTURE: run-up +12.1% (Aug-10-2026 close $6.13 pre-announcement → $6.87 today, on 23.6M shares of volume the day of the deal); remaining to the contractual $7.02 = +2.18% gross. Longer arc is worse: the take-private has been publicly knowable since the Dec-2024 $6.75 proposal. Skew is inverted — ~2.2% up vs ~11% down to the undisturbed $6.13 on a break (worse toward the $4.39 52w low), so R/R ≈ 0.2 with India/Belgium/France clearances and a UK court hearing still outstanding and no published timetable to annualize against.","The event is real, contractual and dated: a signed August 11, 2026 Transaction Agreement to take ReNew private at US$7.02 cash via a UK Part 26 scheme, with named principals (CPP Investments, founder/CEO Sumant Sinha) and irrevocable undertakings from JERA Nex and Platinum Cactus covering ~51.1% of the scheme vote — so the vote is close to pre-decided and only the India/Belgium/France clearances plus the UK court sanction remain. It is nonetheless late-arc and almost entirely harvested: the stock re-rated from $6.13 to $6.85 on announcement day and sits at $6.87, leaving 2.18% gross to the deal price against roughly 11% of downside to the undisturbed price if the scheme fails — buying the receipt, not the gain, and the residual-capture rule caps this at 4 regardless of deal quality. Gap to note: no scheme circular has been posted as of 2026-09-07, so there is no court-meeting or sanction date to annualize the 2.2% against; without a published timetable the spread cannot be shown to beat cash, and it would only merit a look if a break knocked the price materially below $6.6 with the circular in hand.",,,,,,,,,,,,,,,,,merger_arb,4,L,OTHER,Foreign_regulator,4.0,WATCH,,[],,,,,,,,,[],3.64
SUPN,4.0,WATCH,merger_arb,L,"The event is genuinely real, dated, forward and non-macro - signed definitive agreement with a named counterparty, an S-4 on file since 2026-08-28, two shareholder votes and a Q4-2026 close still ahead, and hard break fees ($174m/$101m) - so G1 and G2 pass cleanly and this is not a fired catalyst. It fails on capture, not on quality: because the consideration is 1.5401 Indivior shares rather than cash, SUPN's price is mechanically tethered to INDV, and once the $1bn special dividend (which accrues to legacy Indivior holders only, funded by a $650m Citi term loan the combined entity inherits) is stripped out of INDV's $34.94, SUPN at $43.53 is trading within roughly 3% of exchange-ratio parity in either direction - the closing event pays essentially nothing. The flagged ""52-week low, classic unloved-MoE de-rate"" reads as a mispricing only if you take the naive 1.5401 x $34.94 = $53.81 figure, which double-counts a dividend SUPN holders never receive; the real reason SUPN sits at its low is that it is now a synthetic long on Indivior, which has itself de-rated ~10% since the announcement. Per the residual-capture rule the score is capped: run-up is -2.5% (nothing harvested) but remaining capture is ~0%, so what is left to own is the post-merger equity and $125m of unearned synergies, not the event - keep it on WATCH and only reconsider if SUPN drifts to a genuine 8-10%+ discount to the ratio into the vote.",,,,,,,,,,,,,,,,,merger_arb,4,L,OTHER,Shareholder_vote,4.0,WATCH,,[],,,,,,,,,[],3.64
TXNM,4.0,WATCH,merger_arb,"L — RESIDUAL CAPTURE: run-up from the pre-catalyst base ($51.55 close 2025-05-16, deal announced 2025-05-19) to $58.00 today = +12.5%, i.e. $6.45 of the $9.70 total move, 66% already harvested; remaining to the contractual $61.25 = +5.60% gross (~7.5% annualized + ~2.2% dividends). Event is 100% forward and unfired but two-thirds priced. Risk/reward is the disqualifier: +$3.25 vs ~-$8.00 to a ~$50 break = 0.41:1, which needs ~71% close probability just to break even — exactly what the market is already paying. No unpriced figure, and the tape moved AGAINST the flagged thesis: the flag said ""NMPRC pending"" but omitted that the commission voted 2-1 to void Blackstone's 8M-share/$400M stock purchase as an unauthorized transaction, levied $100k penalties on TXNM and two Blackstone affiliates for ""knowing participation,"" and the hearing examiners vacated the merger evidentiary hearing outright.","The deal is genuine, contractual and forward — Blackstone Infrastructure at $61.25 cash, with PUCT (settlement), FERC (2026-02-20), FCC (2026-01-23) and HSR all cleared and only NMPRC plus NRC outstanding — so it passes real/specific/dated/not-fired and is not a macro bet. But verification materially worsens the flagged setup: New Mexico's PRC did not merely fail to approve, it found Blackstone's $400M TXNM share purchase void for lack of pre-approval, fined both sides, and the hearing examiners then vacated the merger-phase deadlines and the evidentiary hearing entirely, leaving no scheduled approval date — only a compliance/unwind report due 2026-09-09 that must be accepted before a new schedule can even be set. That is the same commission that killed Avangrid/PNM, now with a live grievance against this specific acquirer. With 66% of the spread already harvested since May-2025, 5.6% of contractual upside left, and ~$8 of downside to a standalone break, the payoff is 0.41:1 against a regulator that has demonstrated willingness to blow the transaction up — an accurately-priced complicated-arb rather than an edge. Downgrade from the triage's ACTIVE/6 to WATCH/4; revisit only if the examiners accept the unwind report and publish a reset procedural schedule with a hearing date, which would be the first genuinely re-ratable event.",,0.41,,spread,61.25,50.0,59.185,0.22,61.25,50.0,,,,,,,merger_arb,4,L,OTHER,US_sector_regulator,4.0,WATCH,,[],0.41,,,,,58.0,-0.02,,['THIN_FLOOR'],3.64
VAL,4.0,WATCH,merger_arb,"L. RESIDUAL CAPTURE: (a) run-up = VAL closed ~$57.75 on 2026-02-06, the last pre-announcement print, vs $86.74 today = +50% of the event already harvested; (b) remaining = 15.235 x RIG $5.85 = $89.12 deal value vs $86.74 = +2.74% gross, i.e. roughly 95% of the announcement-to-parity move is gone. Against a break-price floor near the ~$60-65 standalone level, that is ~2.7% up vs ~25-28% down (RR ~0.10) for a deal that still has an unresolved DOJ Second Request, no definitive proxy on file, and a 75% Valaris vote threshold. Even on a clean Q4 close, ~2.7% over ~4 months annualizes to single digits - below the risk-free-plus-borrow cost of carrying the RIG short.","The event is real, contractual and genuinely forward - the merger has not closed, DOJ is the live gate, and the exchange ratio is fixed so no numerator derivation is required (an exchange-ratio deal is contractual, exempt from the SoP re-derivation rule; there is no pref stack or waterfall issue here). But it fails on remaining capture, not on quality: the Feb-9 announcement already delivered +50%, and what is left is a 2.74% ratio spread that is fully visible and tightly priced by dedicated arb capital. The new fact this check surfaces is negative - as of 2026-09-07 no DEFM14A/S-4 effectiveness has been filed and Valaris has been silent since its 2026-08-06 10-Q, so the 2H26 close now requires DOJ clearance, proxy mailing, two shareholder meetings (Valaris needs 75%) and completion all inside Q4; slippage into 1H27 is the base case risk, which further degrades an already sub-hurdle annualized return. Score capped at 4 under the mostly-harvested rule; hedged it is a low-return, high-break-loss late-arc spread, and unhedged it is a macro bet on offshore day rates, which the mandate excludes.",,0.3,,spread,94.15,62.41,91.94,0.075,94.15,62.41,,,,,,,merger_arb,4,L,OTHER,US_antitrust,4.0,WATCH,,[],0.3,,,,,86.74,-0.0566,,[],3.64
WBD,4.0,WATCH,merger_arb,"L-M. Run-up: +137% from the $11.92 pre-bid trough (52wk low, before the sale process was publicly knowable) to $28.25 - the announcement/approval leg is harvested. Remaining: +9.7% to the contractual $31.00, or +11.5% to ~$31.50 including roughly two quarters of ticking fee at a realistic post-trial Q2-2027 close. Against a ~$19 break case that is +3.25 up vs -9.25 down = 0.35:1 reference RR, requiring >74% close probability merely to break even - i.e. the market price already is the fair odds, over a 7-9 month hold.","The triage note's factual premises are stale and materially change the trade: DOJ cleared on 2026-06-12 and the EU on 2026-07-22, and Paramount declared ALL merger-agreement regulatory conditions satisfied on 2026-08-14, so there is no pending clearance to be ""mispriced"" and the Q3-26 target close is dead - the sole remaining obstacle is the 12-state AG suit led by California's Rob Bonta plus a WGA action, with a court-set 12-day trial running 2027-03-02 to 2027-03-19 and an extended outside date of 2027-06-04. That converts a flagged ""9.7% spread with a near-term close"" into a 7-9 month binary legal hold: the contractual value is real (cash price, no waterfall risk, plus $0.25/sh/qtr ticking and a $7B reverse-termination backstop), but $28.25 already discounts ~75% close odds, matching prediction markets exactly, and the +3.25 / -9.25 asymmetry means the position pays roughly zero EV at consensus probability. Score is capped at 4 on residual capture - the +137% announcement leg is harvested and only the terminal spread remains, priced fairly - and it stays WATCH rather than NONE because a Bonta settlement (reported CNN/cable divestiture ask, 2026-08-23) or a favorable 2026-09-24 bond ruling would collapse the spread on a dated, observable trigger; the honest gap I could not close in six lookups is the current preliminary-injunction posture after the TRO lapsed on 2026-08-17, which affects timing but not the spread math.",,,,,,,,,,,,,,,,,merger_arb,4,L,OTHER,Foreign_regulator,4.0,WATCH,,[],,,,,,,,,[],3.64
BETR,4.0,WATCH,activist_structural,"L — Residual capture: run-up from the pre-catalyst base is NEGATIVE (the contest became publicly knowable mid-August; BETR is -13.0% 1M, -43.5% 3M, -55.6% YTD, and today's +9.7% is a bounce off a $11.11 52-week low against a $19.61 50-day / $30.65 200-day average), so the event is 0% harvested — but the remaining % to a favorable-resolution value is UNDEFINED, because no provenance-checked resolution value can be derived. Un-harvested is not the same as capturable when the numerator does not exist; the market is repricing the equity down through an unresolved control fight, which is a solvency read, not a mispricing.","The event itself is genuine, dated and unfired: a definitive consent solicitation with an October 20, 2026 delivery deadline, a court that has already refused to enjoin it, and a live counter-campaign — and unusually for this board, it is entirely unharvested, since the stock has fallen 13% over the month the fight became public rather than run up. What fails is the numerator: re-deriving from the Q2-2026 capital structure gives $57.9M of common book equity (~$3.70/share) against a $14.48 price, a convertible note ahead of the common carried at a distressed ~$199M mark, $111.9M of cash against roughly $50M/quarter of losses, and no contracted proceeds, asset sale or distribution that a board change would unlock — so the control contest decides who runs the burn, not what the equity is worth. Adding a poison pill, SDNY 13(d)/14(a) litigation and securities-fraud investigations, the binary is real but its favorable branch has no quantified payoff; capped at 4 under the provenance rule and held as WATCH only to see whether a post-October board actually announces a specific, figured transaction. Gap to note: I did not spend a lookup confirming the exact face and maturity of the SoftBank convertible from the 10-Q, so the ~$199M figure is the balance-sheet carry rather than redemption value — the true claim ahead of the common is larger, which only worsens the waterfall.",,,,,,,,,,,,,,,,,activist,5,L,OTHER,Activist_process,4.0,WATCH,,[],,,,,,,,,[],3.52
